cores,time
1,50.67407178878784
2,25.358705043792725
3,16.914923191070557
4,12.646413564682007
5,10.121941089630127
6,8.433730602264404
7,7.230022668838501
8,6.306772708892822
9,5.6091203689575195
10,5.048125982284546
11,4.589128732681274
12,4.210558176040649
13,3.883577346801758
14,3.6099607944488525
15,3.3680381774902344
16,3.1588294506073
17,2.9719157218933105
18,2.810309410095215
19,2.660052537918091
20,2.529813528060913
21,2.4081809520721436
22,2.303698778152466
23,2.2002649307250977
24,2.1086835861206055
25,2.025658130645752
26,1.947399377822876
27,1.8757574558258057
28,1.8135523796081543
29,1.7462844848632812
30,1.6920068264007568
31,1.6367683410644531
32,1.5845675468444824
33,1.5390551090240479
34,1.4938347339630127
35,1.4514195919036865
36,1.4157459735870361
37,1.3743586540222168
38,1.3375053405761719
39,1.3058133125305176
40,1.2726507186889648
41,1.2410097122192383
42,1.2123141288757324
43,1.1832764148712158
44,1.1564922332763672
45,1.131817102432251
46,1.105902910232544
47,1.081970453262329
48,1.0601904392242432
49,1.0382637977600098
50,1.0246648788452148
51,1.0230541229248047
52,1.0288612842559814
53,1.035219669342041
54,1.0395872592926025
55,1.043595552444458
56,1.0491325855255127
57,1.0591766834259033
58,1.0506517887115479
59,1.0696029663085938
60,1.0671625137329102
61,1.0694208145141602
62,1.0719738006591797
63,1.073847770690918
64,1.0837922096252441
65,1.0967292785644531
66,1.0880188941955566
67,1.1008970737457275
68,1.1011261940002441
69,1.1152536869049072
70,1.0969929695129395
71,1.1061644554138184
72,1.1354939937591553
1,50.659247636795044
2,25.37173295021057
3,16.92674422264099
4,12.648967981338501
5,10.122426271438599
6,8.4288649559021
7,7.229879856109619
8,6.30839467048645
9,5.609575271606445
10,5.04631233215332
11,4.592252969741821
12,4.209124565124512
13,3.8867321014404297
14,3.611707925796509
15,3.3697571754455566
16,3.1601808071136475
17,2.9735798835754395
18,2.8136191368103027
19,2.662637710571289
20,2.5283405780792236
21,2.4095256328582764
22,2.299384593963623
23,2.2005481719970703
24,2.1077704429626465
25,2.0252325534820557
26,1.9466781616210938
27,1.875511884689331
28,1.8118720054626465
29,1.7475628852844238
30,1.6903905868530273
31,1.6375813484191895
32,1.586073875427246
33,1.5399746894836426
34,1.4951086044311523
35,1.4510135650634766
36,1.4122819900512695
37,1.378584384918213
38,1.3364722728729248
39,1.3047001361846924
40,1.2743711471557617
41,1.2419703006744385
42,1.2127327919006348
43,1.185211181640625
44,1.1595122814178467
45,1.131148099899292
46,1.1062512397766113
47,1.0820200443267822
48,1.0615794658660889
49,1.04296875
50,1.0205297470092773
51,1.0242557525634766
52,1.0282924175262451
53,1.036496639251709
54,1.038590669631958
55,1.045433759689331
56,1.0508711338043213
57,1.0544524192810059
58,1.0603201389312744
59,1.0588397979736328
60,1.0770647525787354
61,1.0704092979431152
62,1.0667109489440918
63,1.0968427658081055
64,1.0835192203521729
65,1.0964641571044922
66,1.121011734008789
67,1.1093196868896484
68,1.0912811756134033
69,1.0970954895019531
70,1.1258883476257324
71,1.1482794284820557
72,1.1264362335205078
1,50.68085193634033
2,25.360511541366577
3,16.90957498550415
4,12.64944338798523
5,10.119155645370483
6,8.433656454086304
7,7.229336261749268
8,6.306239366531372
9,5.608561754226685
10,5.04774284362793
11,4.590014219284058
12,4.208466529846191
13,3.885615587234497
14,3.6129419803619385
15,3.3701744079589844
16,3.1594150066375732
17,2.97495436668396
18,2.81158185005188
19,2.6618309020996094
20,2.5296592712402344
21,2.4109387397766113
22,2.3013620376586914
23,2.200437068939209
24,2.1093409061431885
25,2.024745464324951
26,1.9471392631530762
27,1.875770092010498
28,1.8093311786651611
29,1.748241662979126
30,1.6919667720794678
31,1.6371004581451416
32,1.5861527919769287
33,1.5396203994750977
34,1.4948766231536865
35,1.4517650604248047
36,1.4102768898010254
37,1.388047218322754
38,1.3372881412506104
39,1.3033459186553955
40,1.2715885639190674
41,1.241997241973877
42,1.210078239440918
43,1.1863605976104736
44,1.1574654579162598
45,1.1321535110473633
46,1.1068291664123535
47,1.0823745727539062
48,1.0588281154632568
49,1.0393078327178955
50,1.0264816284179688
51,1.0230002403259277
52,1.0285007953643799
53,1.0363423824310303
54,1.0398552417755127
55,1.0454261302947998
56,1.0524518489837646
57,1.0549399852752686
58,1.0590710639953613
59,1.0615324974060059
60,1.0640904903411865
61,1.064847469329834
62,1.0751664638519287
63,1.0812315940856934
64,1.0754125118255615
65,1.0933129787445068
66,1.0871756076812744
67,1.0914442539215088
68,1.113091230392456
69,1.108379602432251
70,1.1117334365844727
71,1.1226999759674072
72,1.1172161102294922
1,50.65836191177368
2,25.355669260025024
3,16.90035080909729
4,12.648413896560669
5,10.119930744171143
6,8.428575992584229
7,7.225131034851074
8,6.309476613998413
9,5.606550455093384
10,5.046617031097412
11,4.589648485183716
12,4.20626425743103
13,3.884665012359619
14,3.6114912033081055
15,3.3678202629089355
16,3.158585786819458
17,2.9751689434051514
18,2.808298110961914
19,2.660029888153076
20,2.5288519859313965
21,2.40966796875
22,2.298518180847168
23,2.1994011402130127
24,2.1094436645507812
25,2.0267226696014404
26,1.9467625617980957
27,1.8755345344543457
28,1.8092942237854004
29,1.7495124340057373
30,1.6924636363983154
31,1.636054277420044
32,1.5866048336029053
33,1.5386533737182617
34,1.4937334060668945
35,1.4504761695861816
36,1.4093031883239746
37,1.3728771209716797
38,1.3386507034301758
39,1.3059625625610352
40,1.2727034091949463
41,1.2409765720367432
42,1.2125487327575684
43,1.185882806777954
44,1.1584300994873047
45,1.1321041584014893
46,1.1116764545440674
47,1.0857079029083252
48,1.061565637588501
49,1.039640188217163
50,1.0490796566009521
51,1.0714106559753418
52,1.027710199356079
53,1.03731107711792
54,1.040341854095459
55,1.0478050708770752
56,1.04693603515625
57,1.05765962600708
58,1.0572941303253174
59,1.0567245483398438
60,1.0708301067352295
61,1.066603660583496
62,1.0742568969726562
63,1.0760748386383057
64,1.0730230808258057
65,1.0848767757415771
66,1.0833752155303955
67,1.1025233268737793
68,1.1094989776611328
69,1.1062300205230713
70,1.121612787246704
71,1.099222183227539
72,1.1079072952270508
1,50.69867563247681
2,25.369843244552612
3,16.91113567352295
4,12.652848720550537
5,10.12347149848938
6,8.430280447006226
7,7.230414628982544
8,6.3069071769714355
9,5.609893321990967
10,5.04738712310791
11,4.593725681304932
12,4.208381414413452
13,3.88802170753479
14,3.610969305038452
15,3.3682968616485596
16,3.1590945720672607
17,2.9734644889831543
18,2.809732437133789
19,2.662252902984619
20,2.5286567211151123
21,2.409769296646118
22,2.30129075050354
23,2.200319290161133
24,2.110060453414917
25,2.025850296020508
26,1.9478590488433838
27,1.8763816356658936
28,1.8106768131256104
29,1.7478408813476562
30,1.6904151439666748
31,1.6391518115997314
32,1.586897611618042
33,1.5384953022003174
34,1.4939258098602295
35,1.4523065090179443
36,1.4134178161621094
37,1.375133752822876
38,1.3365540504455566
39,1.302860975265503
40,1.271575927734375
41,1.2402536869049072
42,1.2110044956207275
43,1.1827659606933594
44,1.1587846279144287
45,1.1317548751831055
46,1.109804391860962
47,1.082390546798706
48,1.0592715740203857
49,1.0392632484436035
50,1.0220282077789307
51,1.023444652557373
52,1.0276539325714111
53,1.0489776134490967
54,1.0407047271728516
55,1.0455822944641113
56,1.0569677352905273
57,1.0504844188690186
58,1.0631191730499268
59,1.0618700981140137
60,1.0643064975738525
61,1.0667390823364258
62,1.083247184753418
63,1.0783960819244385
64,1.0808496475219727
65,1.1048712730407715
66,1.103586196899414
67,1.1029386520385742
68,1.112861156463623
69,1.0950157642364502
70,1.1058106422424316
71,1.102219820022583
72,1.1065020561218262
1,50.635987997055054
2,25.352352142333984
3,16.909133672714233
4,12.64598035812378
5,10.119644165039062
6,8.42965579032898
7,7.228430271148682
8,6.306646823883057
9,5.606704473495483
10,5.047995328903198
11,4.589478492736816
12,4.206739664077759
13,3.8835835456848145
14,3.6100375652313232
15,3.3690919876098633
16,3.161850690841675
17,2.974365234375
18,2.810722589492798
19,2.6624057292938232
20,2.528855085372925
21,2.409700632095337
22,2.2991347312927246
23,2.206810235977173
24,2.1087770462036133
25,2.0243287086486816
26,1.9496207237243652
27,1.875525951385498
28,1.8094639778137207
29,1.7473368644714355
30,1.6902344226837158
31,1.6371066570281982
32,1.5877125263214111
33,1.5376882553100586
34,1.4952259063720703
35,1.4515690803527832
36,1.4121873378753662
37,1.374880313873291
38,1.3395044803619385
39,1.3057374954223633
40,1.272749662399292
41,1.2401645183563232
42,1.2121927738189697
43,1.1829440593719482
44,1.1560633182525635
45,1.1301367282867432
46,1.1049339771270752
47,1.0825247764587402
48,1.060549020767212
49,1.0395410060882568
50,1.0227470397949219
51,1.0217933654785156
52,1.0900428295135498
53,1.0365726947784424
54,1.0414423942565918
55,1.046170711517334
56,1.0572714805603027
57,1.0503628253936768
58,1.102358341217041
59,1.0648541450500488
60,1.063892126083374
61,1.0773978233337402
62,1.0775415897369385
63,1.0748984813690186
64,1.0842692852020264
65,1.0961902141571045
66,1.0905561447143555
67,1.087956190109253
68,1.0975172519683838
69,1.1081969738006592
70,1.1056220531463623
71,1.1096525192260742
72,1.110764980316162
1,50.67644476890564
2,25.365320682525635
3,16.907665491104126
4,12.650639772415161
5,10.123241186141968
6,8.43319296836853
7,7.22882604598999
8,6.309462070465088
9,5.6087563037872314
10,5.047425746917725
11,4.591480016708374
12,4.2095947265625
13,3.8862757682800293
14,3.6087698936462402
15,3.3705763816833496
16,3.1596155166625977
17,2.9722189903259277
18,2.809739589691162
19,2.6637651920318604
20,2.5286741256713867
21,2.409090042114258
22,2.2996790409088135
23,2.200531482696533
24,2.1101667881011963
